frame,time_sec,id,role,status,danger
10684,356.48,14,darkmechanic,IDLE,0
10685,356.52,14,darkmechanic,IDLE,0
10686,356.55,14,darkmechanic,IDLE,0
10687,356.58,14,darkmechanic,IDLE,0
10688,356.62,14,darkmechanic,IDLE,0
10689,356.65,14,darkmechanic,IDLE,0
10690,356.68,14,darkmechanic,IDLE,0
10691,356.72,14,darkmechanic,IDLE,0
10692,356.75,14,darkmechanic,IDLE,0
10693,356.78,14,darkmechanic,IDLE,0
10694,356.82,14,darkmechanic,IDLE,0
10695,356.85,14,darkmechanic,IDLE,0
10696,356.88,14,darkmechanic,IDLE,0
10697,356.92,14,darkmechanic,IDLE,0
10698,356.95,14,darkmechanic,IDLE,0
10699,356.98,14,darkmechanic,IDLE,0
10700,357.02,14,darkmechanic,IDLE,0
10701,357.05,14,darkmechanic,IDLE,0
10702,357.08,14,darkmechanic,IDLE,0
10703,357.12,14,darkmechanic,IDLE,0
10704,357.15,14,darkmechanic,IDLE,0
10705,357.18,14,darkmechanic,IDLE,0
10706,357.22,14,darkmechanic,IDLE,0
10707,357.25,14,darkmechanic,IDLE,0
10708,357.28,14,darkmechanic,IDLE,0
10709,357.32,14,darkmechanic,IDLE,0
10710,357.35,14,darkmechanic,IDLE,0
10711,357.38,14,darkmechanic,IDLE,0
10712,357.42,14,darkmechanic,IDLE,0
10713,357.45,14,darkmechanic,IDLE,0
10714,357.48,14,darkmechanic,IDLE,0
10715,357.52,14,darkmechanic,IDLE,0
10716,357.55,14,darkmechanic,IDLE,0
10717,357.58,14,darkmechanic,IDLE,0
10718,357.62,14,darkmechanic,IDLE,0
10719,357.65,14,darkmechanic,IDLE,0
10720,357.68,14,darkmechanic,IDLE,0
10721,357.72,14,darkmechanic,IDLE,0
10722,357.75,14,darkmechanic,IDLE,0
10723,357.78,14,darkmechanic,IDLE,0
10724,357.82,14,darkmechanic,IDLE,0
10725,357.85,14,darkmechanic,IDLE,0
10726,357.88,14,darkmechanic,IDLE,0
10727,357.92,14,darkmechanic,IDLE,0
10728,357.95,14,darkmechanic,IDLE,0
10729,357.98,14,darkmechanic,IDLE,0
10730,358.02,14,darkmechanic,IDLE,0
10731,358.05,14,darkmechanic,IDLE,0
10732,358.08,14,darkmechanic,IDLE,0
10733,358.12,14,darkmechanic,IDLE,0
10734,358.15,14,darkmechanic,IDLE,0
10735,358.18,14,darkmechanic,IDLE,0
10736,358.22,14,darkmechanic,IDLE,0
10737,358.25,14,darkmechanic,IDLE,0
10738,358.28,14,darkmechanic,IDLE,0
10739,358.32,14,darkmechanic,IDLE,0
10740,358.35,14,darkmechanic,IDLE,0
10741,358.38,14,darkmechanic,IDLE,0
10742,358.42,14,darkmechanic,IDLE,0
10743,358.45,14,darkmechanic,IDLE,0
10744,358.48,14,darkmechanic,IDLE,0
10745,358.52,14,darkmechanic,IDLE,0
10746,358.55,14,darkmechanic,IDLE,0
10747,358.58,14,darkmechanic,IDLE,0
10748,358.62,14,darkmechanic,IDLE,0
10749,358.65,14,darkmechanic,IDLE,0
10750,358.68,14,darkmechanic,IDLE,0
10751,358.72,14,darkmechanic,IDLE,0
10752,358.75,14,darkmechanic,IDLE,0
10753,358.78,14,darkmechanic,IDLE,0
10754,358.82,14,darkmechanic,IDLE,0
10755,358.85,14,darkmechanic,IDLE,0
10756,358.88,14,darkmechanic,IDLE,0
10757,358.92,14,darkmechanic,IDLE,0
10758,358.95,14,darkmechanic,IDLE,0
10759,358.98,14,darkmechanic,IDLE,0
10760,359.02,14,darkmechanic,IDLE,0
10761,359.05,14,darkmechanic,IDLE,0
10762,359.08,14,darkmechanic,IDLE,0
10763,359.12,14,darkmechanic,IDLE,0
10764,359.15,14,darkmechanic,IDLE,0
10765,359.18,14,darkmechanic,IDLE,0
10766,359.22,14,darkmechanic,IDLE,0
10767,359.25,14,darkmechanic,IDLE,0
10768,359.29,14,darkmechanic,IDLE,0
10769,359.32,14,darkmechanic,IDLE,0
10770,359.35,14,darkmechanic,IDLE,0
10771,359.39,14,darkmechanic,IDLE,0
10772,359.42,14,darkmechanic,IDLE,0
10773,359.45,14,darkmechanic,IDLE,0
10774,359.49,14,darkmechanic,IDLE,0
10775,359.52,14,darkmechanic,IDLE,0
10776,359.55,14,darkmechanic,IDLE,0
10777,359.59,14,darkmechanic,IDLE,0
10778,359.62,14,darkmechanic,IDLE,0
10779,359.65,14,darkmechanic,IDLE,0
10780,359.69,14,darkmechanic,IDLE,0
10781,359.72,14,darkmechanic,IDLE,0
10782,359.75,14,darkmechanic,IDLE,0
10783,359.79,14,darkmechanic,IDLE,0
10784,359.82,14,darkmechanic,IDLE,0
10785,359.85,14,darkmechanic,IDLE,0
10786,359.89,14,darkmechanic,IDLE,0
10787,359.92,14,darkmechanic,IDLE,0
10788,359.95,14,darkmechanic,IDLE,0
10789,359.99,14,darkmechanic,IDLE,0
10790,360.02,14,darkmechanic,IDLE,0
10791,360.05,14,darkmechanic,IDLE,0
10792,360.09,14,darkmechanic,IDLE,0
10793,360.12,14,darkmechanic,IDLE,0
10794,360.15,14,darkmechanic,IDLE,0
10795,360.19,14,darkmechanic,IDLE,0
10796,360.22,14,darkmechanic,IDLE,0
10797,360.25,14,darkmechanic,IDLE,0
